CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
44187450,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,04/12/2024,DRC Archivé,CLT,
44187524,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,26/03/2024,DRC Archivé,CLT,
44187599,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,26/03/2024,DRC Archivé,CLT,
44187673,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,26/03/2024,DRC Archivé,CLT,
44187747,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,26/03/2024,DRC Archivé,CLT,
44187822,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,26/03/2024,DRC Archivé,CLT,
44187896,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,07/11/2024,DRC à numériser,CLT,
44187970,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/12/2024,DRC à numériser,CLT,
44188045,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/12/2024,DRC à numériser,CLT,
44188119,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/12/2024,DRC à numériser,CLT,
44188193,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/12/2024,DRC à numériser,CLT,
44188268,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,16/07/2024,DRC Archivé,CLT,
44188342,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,18/07/2024,DRC Archivé,CLT,
44188416,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,18/07/2024,DRC en cours de Validation,CLT,
44188491,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,19/07/2024,DRC en cours de Validation,CLT,
44188565,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,19/07/2024,DRC en cours de Validation,CLT,
44188639,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,19/07/2024,DRC en cours de Validation,CLT,
44188714,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,28/06/2024,DRC Archivé,CLT,
44188788,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,28/06/2024,DRC Archivé,CLT,
44188862,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,28/06/2024,DRC Archivé,CLT,
44188937,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/05/2024,DRC Archivé,CLT,
44189011,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/05/2024,DRC en cours de Validation,CLT,
44189085,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,07/05/2024,DRC en cours de Validation,CLT,
44189160,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,21/06/2024,DRC Archivé,CLT,
44189234,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,21/06/2024,DRC en cours de Validation,CLT,
44189308,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,24/06/2024,DRC à numériser,CLT,
44189383,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,25/06/2024,DRC Archivé,CLT,
44189457,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE INACTIF,INACTIF,NON EQUIPE,District Grand Sahel,25/06/2024,DRC en cours de Validation,CLT,
44189531,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,26/06/2024,DRC Archivé,CLT,
44189606,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/06/2024,DRC en cours de Validation,CLT,
44189680,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/06/2024,DRC en cours de Validation,CLT,
44189754,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/06/2024,DRC en cours de Validation,CLT,
44189829,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,21/06/2024,DRC en cours de Validation,CLT,
44189903,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/07/2024,DRC Archivé,CLT,
44189977,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,06/10/2024,DRC Archivé,CLT,
44190052,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/12/2024,DRC Archivé,CLT,
44190126,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,13/06/2024,DRC Archivé,CLT,
44190200,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,23/05/2024,DRC Archivé,CLT,
44190275,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,23/05/2024,DRC Archivé,CLT,
44190349,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,31/05/2024,DRC à numériser,CLT,
44190423,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,31/05/2024,DRC à numériser,CLT,
44190498,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,14/05/2024,DRC à numériser,CLT,
44190572,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,16/09/2024,DRC Archivé,CLT,
44190646,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,19/09/2024,DRC Archivé,CLT,
44190721,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,11/06/2024,DRC Archivé,CLT,
44190795,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,01/08/2024,DRC Archivé,CLT,
44190869,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,01/09/2024,DRC en cours de Validation,CLT,
44190944,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,20/12/2023,DRC à numériser,CLT,
44191018,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,24/11/2023,DRC en cours de Validation,NON CLT,17/09/2024
44191092,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,11/01/2023,DRC Archivé,CLT,
44191167,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,11/02/2023,DRC Archivé,CLT,
44191241,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,10/03/2023,DRC Archivé,CLT,
44191315,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,10/06/2023,DRC Archivé,CLT,
44191390,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,10/06/2023,DRC Archivé,NON CLT,12/04/2023
44191464,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,09/11/2023,DRC Archivé,CLT,
44191538,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,09/12/2023,DRC Archivé,CLT,
44191613,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/09/2023,DRC Archivé,CLT,
44191687,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,18/09/2023,DRC à numériser,NON CLT,
44191761,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,20/09/2023,DRC Archivé,CLT,
44191836,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,20/09/2023,DRC Archivé,CLT,
44191910,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,22/09/2023,DRC en cours de Validation,CLT,
44191984,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,29/02/2024,DRC Archivé,CLT,
44192059,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,29/02/2024,DRC Archivé,CLT,
44192133,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,20/02/2024,DRC Archivé,CLT,
44192207,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,22/02/2024,DRC Archivé,CLT,
44192282,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/02/2024,DRC Archivé,CLT,
44192356,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,27/02/2024,DRC Archivé,CLT,
44192430,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,28/02/2024,DRC en cours de Validation,CLT,
44192505,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,28/02/2024,DRC Archivé,CLT,
44192579,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,02/09/2024,DRC Archivé,CLT,
44192653,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,02/09/2024,DRC Archivé,CLT,
44192728,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,15/02/2024,DRC Archivé,CLT,
44192802,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,24/04/2024,DRC à numériser,NON CLT,07/12/2024
44192876,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/03/2024,DRC Archivé,NON CLT,01/08/2025
44192951,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,14/03/2024,DRC Archivé,NON CLT,01/08/2025
44193025,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,26/04/2024,DRC Archivé,CLT,
44193099,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,05/03/2024,DRC Archivé,CLT,
44193174,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,05/06/2024,DRC Archivé,CLT,
44193248,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,05/06/2024,DRC Archivé,CLT,
44193322,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,05/08/2024,DRC Archivé,CLT,
44193397,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,18/04/2024,DRC à numériser,CLT,
44193471,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,24/04/2024,DRC Archivé,CLT,
44193545,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,24/04/2024,DRC à numériser,NON CLT,04/10/2025
44193620,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,24/04/2024,DRC en cours de Validation,CLT,
44193694,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,04/05/2024,DRC à numériser,NON CLT,
44193768,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,01/04/2023,DRC Archivé,CLT,
44193843,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,01/04/2023,DRC Archivé,CLT,
44193917,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,24/08/2023,DRC à numériser,NON CLT,12/03/2024
44193991,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,29/08/2023,DRC Archivé,CLT,
44194066,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,29/08/2023,DRC Archivé,CLT,
44194140,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,09/06/2023,DRC Archivé,CLT,
44194214,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,07/10/2023,DRC en cours de Validation,CLT,
44194289,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,07/12/2023,DRC Archivé,CLT,
44194363,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,14/07/2023,DRC Archivé,CLT,
44194512,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,14/07/2023,DRC Archivé,CLT,
44194586,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,26/07/2023,DRC Archivé,CLT,
44194660,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,31/07/2023,DRC Archivé,CLT,
44194883,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,08/02/2023,DRC en cours de Validation,CLT,
44194958,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,08/10/2023,DRC Archivé,CLT,
44195032,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,06/09/2023,DRC Archivé,NON CLT,30/10/2023
44195106,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,14/06/2023,DRC Archivé,CLT,
44195181,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,14/06/2023,DRC Archivé,CLT,
44195255,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,15/06/2023,DRC à numériser,NON CLT,
44195329,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,22/06/2023,DRC Archivé,CLT,
44195404,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,District Grand Sahel,07/07/2023,DRC Archivé,CLT,
44195478,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,District Grand Sahel,31/05/2023,DRC Archivé,CLT,
44195552,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,06/06/2023,DRC Archivé,CLT,
44195627,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,18/05/2023,DRC Archivé,CLT,
44195701,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,18/05/2023,DRC Archivé,CLT,
44195775,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,19/05/2023,DRC Archivé,CLT,
44195850,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,22/05/2023,DRC Archivé,CLT,
44195924,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,26/05/2023,DRC Archivé,CLT,
44195998,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,JUNIOR,JUNIOR,NON AFFECTE,NON AFFECTE,District Grand Sahel,26/05/2023,DRC Archivé,CLT,
44196073,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,District Grand Sahel,29/05/2023,DRC à numériser,NON CLT,09/12/2023
44196147,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,District Grand Sahel,29/05/2023,DRC Archivé,CLT,
44196221,01515-HAMMEM SOUSSE,Particulier,151-DA Adjoint Sousse 2,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,District Grand Sahel,05/08/2023,DRC Archivé,CLT,
